5;0,01064;0,01102;0,01032;0,01047;0,01018;0,0102;0,01083
10;0,0086;0,00858;0,00859;0,00867;0,00865;0,00864;0,00874
15;0,00856;0,00859;0,0086;0,0086;0,0086;0,00864;0,00863
20;0,00858;0,00858;0,0086;0,00862;0,00864;0,00865;0,00868
25;0,00861;0,00864;0,00865;0,00866;0,0087;0,00869;0,00872
