5;0,0101;0,01033;0,00973;0,00971;0,00997;0,01014;0,01016
10;0,00842;0,00842;0,00841;0,00842;0,00843;0,00846;0,00846
15;0,00843;0,00847;0,00846;0,00846;0,00848;0,00849;0,00851
20;0,00849;0,00849;0,00853;0,00852;0,00854;0,00858;0,00856
25;0,00858;0,00859;0,00859;0,00862;0,00862;0,00864;0,00862
